Creating Video,"Hello,
We want to create video to present our new special report.
Please find attached the video script for your kind review.
If you are interested, please share your previous work.
Thank you and best regards,
Asmaa  ",55
Looking for a Microsoft Visio expert with flow diagrams and process mapping experience,"We need an expert graphic designer who has experience with Microsoft Visio and/or Process maps/flowcharts.

You must have at least 2 years of experience in designing flow charts and understand how to make diagrams that are really nice looking, easy to understand, and beautiful.

This is an ongoing job, with some weeks having more work, and other weeks perhaps having very little. We need someone who is available, but flexible.

Please attach a sample of your work experience. We are going to shortlist 3 candidates and after interviewing we will choose 1 of them.

You must be fluent in English.

Please start your application with the word Mcon in order to be shortlisted. ",46
"Artist(s) needed for multiple client watercolor venues, maps and line illustration","I am a typographer and a graphic designer in the wedding industry. Many of my clients need bespoke and custom illustrations or watercolor layouts of their wedding venue.

Others want custom maps, crests or line drawings and illustration. I am looking for artists that are available for several back to back projects as clients book for 2022/23.

I am currently happily working with an artist on UpWork but am sending too much work and need a few more outlets. Once you offer something in your portfolio for one client, everyone wants to add that on - and that is my problem.. but a good one.

In 2022, I am also looking to extend designs and hire out for small skylines, watercolor and line illustration of popular venues and elements for my company on products I want to launch.

I would love to get your price structure and to see if you are available for several projects and what your lead time is per project. I am happy to work with beginners, intermediate and expert artists. My clients have different budgets.

Current projects that I need help for:

(1) Small illustrated map. I can typeset all the wording for the client so we can go over a series of proofs. I can currently outsourcing all of my maps to a company and turning away map work mostly.

(3) Wedding venue - watercolor or hand drawn with proper watercolor filter/Procreate/Photoshop

(1) Illustration from wedding venue

(4) Projects for my company for expansions on products I sell that are not client specific that include 3x3 city layouts, skylines, watercolor venues and different layouts that could be used for international projects.

Turn over:

Digital ready files via PNG or JPG

Ability to work with artist if client has any minor changes like adding a little sky or adding snow on a mountain or slight modifications that I cannot make myself on color adjustments in Photoshop. (Most clients are very happy with a first rendition). What is your fee for ongoing adjustments for difficult clients?

Examples of current client work going to print in December are attached.





",62
Spanish Interpreter Based in Pune (India): 3 Months,"Greetings All,

We are expecting a new project for Interpretation:

Language: Spanish
Proficiency: C2 level
Domain: Company Audit (Finance & Accounts Payable)
Date: First week of Jan'22
Duration: 3 months
Timings: Mon-Fri: 4 to 6 hours (Graveyard Shift) Sat-Sun Off.
Interpretation Type: Onsite

NOTE: The linguist having Finance & Accounts Payable background + based in Pune (Maharashtra - India) will be given preference.

Job Profile: Real-time interpretation with Spanish natives. Explain the entire conversation to the Indian team.

Kindly share your updated profile and quote the best price.

Looking forward to your earliest revert.

Regards,
Bharat Bhatt",64
English Grade 8 Vocabulary and Grammar Tutor,"Looking for an experienced English vocabulary and grammar tutor for a grade 8 student. The student would like to have weekly classes Saturday mornings (9:30-10:30 EST) and potentially increase the frequency/length as needed. If the time doesn't work well for you, we can potentially coordinate a different time. The student is a newcomer who is eager for some extra help with vocabulary and grammar. We are hoping to run the sessions along with a vocabulary book (such as the Wordly Wise 3000 series) and also a grammar book if needed.",24
Article Rewriter Needed,"I need an content rewriter for my articles. Need to rewrite more than 200 articles. $3 for each article. Requirements: - 100% MANUALLY REWRITTEN content - Plagiarism free - 100% unique and Copyscape passed content - No Spinning/Rewriting software used - High-quality engaging content - Logical, cogent, and harmonious text - Fitting words, terms, and definitions - Grammatical, syntactic, stylistic, and lexical correction.",65
Autonomous creation of map for mobile robot with ROS,"Based on ROS its SLAM toolbox and Gazebo a function has to be developed, where the robot should autonomously explore a large simulated environment and create during exploration the map:
- Scene: an already existing demo scene with appr. 50x100m nad at least 3-5 rooms.
- Mobile Robot: any available robot with 2 lidar scanners, ideally one scanner in front right and the other on back left side. Either 2 driving wheels or Omni wheels.
- ""autonomously"" means: instead of manual controlled driving through environment, the robot needs an own nearby navigation/control system, which is trying to follow/bypass the wall/border/obstacle without collision.",36
Simple map drawn of Shelton CT & surrounding areas,"I just need a simple map drawn of the Shelton, CT and surrounding areas. I would also like some landmarks (e.g.. Bank McDonald's, stores, etc) noted on map as well. There are certain roads I would like included. Ty",76
Experienced  copy writer's needed for long term jobs.,"I need copy writer's that produce engaging, clear text for different advertising channels such as websites, print ads and catalogs. That research keywords, produce interesting written content and proofreads their work for accuracy and quality. I am looking to white label services from copy writer's. I require
a open, transparent  relationship with updates on cost and timeframes for completion of work.",61
Influencer Marketing Consultant Needed |  High Profile and Celebrity Based | 1 hour Consultation,"I am in need of an Expert in Influencer Marketing (High Profile and Celebrity Based) for a one hour consultation.  The ideal candidate would be one that has expereince and has the capability to connect our firm directly with extremely high profile and celebrity status.  That would be another project but it would be effecient if the person who does the consultation can be hired for the next project.

I already have a shortlist of the individuals I would like to approach.  Our projects that we would like their involvement are projects that they actually care about from a humanitarian aspect.  These influencers are the 1% of the 1% category.

Only 90% success ratio and 10k+ earning need apply.",53
3D Voxel Artist for Avatar Design & Animation (for sandbox),"Looking for an experienced 3D voxel artist to help design, generate, and animate 3-5 sample art pieces for an NFT collection. The 2D reference character pixel art is already complete.

Requirements:
- Design + generate 3D voxel avatar
- Animate 3D voxel avatar - only simple animations required (e.g. walking, running, looking around)",5
Developer w AWS API Gateway,"    Ability to interact with both technical and executive stakeholders as needed
    Provide technical leadership for the Personalization Platform
    Perform hands-on design, development, and implementation. As a developer you will be a self-driven individual contributor; provide efficiently organized and designed logic; be highly motivated and well versed in developing robust, easily maintainable applications.
    Assist with architecture and technical evaluation for Personalization platform
    Develop personalized experience within web and mobile applications
    You thrive working in a fast-paced environment and enjoy developing high-volume data processing applications across multiple time zones and locations.
    A Strong advocate of working in Agile environment leveraging automation and CI/CD frameworks",97
Data entry specialist needed for working with Agricultural Data,"We develop cloud-based software to help farmers run their businesses more productively, profitably, sustainably, and transparently.

We regularly find ourselves needing to manually input significant amounts of data when setting up new clients. Each client is a little different, and our software is customizable enough that we can set it up to meet the specific needs of each client, so each data entry project is always a little different as well.

The right candidate for this position will be available between 8:00 and 6:00 (18:00) GMT-5 and have some flexibility to work outside of that timeframe.

Thank you in advance for your consideration, and we look forward to connecting with you!",35
"XSLT Developer for EDI mappings (ideally experience in Altova Mapforce, but not required))","Procuros is a Germany-based startup developing an integration platform for industrial companies. Our Procuros Integration Hub makes it easier for them to digitally connect with their trade partners to exchange order documents, such as orders, shipping notes, and invoices.

We are searching for an experienced integration expert (with 3+ years of experience) to create and test complex EDI mappings with  XSLT logic. You should have solid knowledge of EDI transformations (XSD, XSLT, etc.). We are mapping EDIFACT (EANCOM) schemas into cxml, so having a solid understanding of the cxml documentation helps tremendously.
Ideally, you have worked with Altova Mapforce, but it is not required as we could also teach you that tool.

Types of documents you will work with: Orders, Invoices, Shipping Notes, Quotations, etc.

Types of formats you will work with: EDIFACT, cXML, Eancom, X12

Hours per week: around 30.

Looking forward to working with you :)",81
Leads for special educator: help us find psychological and educational professionals to refer client,"Hi!
I'm a special educator who works with kids K-12 and College. I need help finding warm leads who can refer clients to me. I'm looking for a combination of cold e-mailing, and calling. You'll need to articulate my services, offer some lead magnets (e.g. school troubleshooter, less homework fighting), and determine the right follow-up action (newsletter, or chat with me).

The job is about 1 hour per day X 4-6 days per week. ",42
Youtube Editor (Must use Premiere Pro),"Part-Time Video Editor Needed



Looking for YouTube-style editing. Most clients are similar to HGTV type content. Also, you’d need to be able to edit for social media platforms. I’ve provided links at the bottom of this post for reference.



Requirements:



*Availability to work between 10-30hrs per week on video edits.



*Must have Adobe Premiere Pro.



*Deliverables in 4k exported in 1080P.



*This will be remote work. Must have your own computer to edit on.



Let me know what your rates are, and please submit this along with your portfolio.



I’m looking forward to hearing from you!



Example 1:

https://vimeo.com/623083798/341cf26c25



Example 2:

https://vimeo.com/580898020/a463305298",88
"Lead Generation (from Angel.co, yelp.com and google map) ","We need someone to use the attached guidance to do lead generation for us by getting 200 new leads a day (from Angel.co, yelp.com and google map) / 5000 new leads in a month. We will pay $2000 a month for this project.",64
Hubspot Developer/Consultant needed for Sequence/Workflow Automation,"Looking for an experienced Hubspot developer/consultant for a 1-3 month project. We are working with a solar energy company to implement workflow automation, sequences, and integration with a VOIP and potentially, Docusign. We are the implementation consultant on this project and we are looking for someone with Hubspot experience to help us on this project. This contract includes multiple sub-projects. Must be experienced with Hubspot.

If you are interested in this project, please reply with your prior experience.",3
Pool satellite screenshot on google map,"The objective of the mission is to take 1000 screenshots of google maps:
- on which at least one pool appears
- the height must allow for a scale of 100 meters

The screenshot should only contain the satellite view (not the menu, not the taskbar etc.)

Price for 1000 captures: $5

A sample screenshot is attached.",83
Python/NLP code to map strings,"Hi, need someone to build a code using Python and any possible ML/NLP model to tackle the following challenge:

We have two lists of words.
List #1 - has 10,000 ""free style"" text entries describing people's job titles. While in general similar jobs have similar texts, they usually never look the same.
E.g.: ""customer success manager, support"", ""customer success associate"", ""customer success representative I"", ""customer success representative II"", ...  - are all ""customer success"". This is of course a simple example.

List #2 - has a list of 100's of ""organized"" job titles which we want to use.

The ask is to build the code that for each item in List #1 finds what is the item in List #2 that is the most similar in terms of text and meaning.

A followup task will be - for each line in List #1, extract the implied seniority of the title out of a predefined range (associate, manager, director, C-level, ...).

We use Databricks and Spark as our infrastructure.


Happy to get your proposals ",40
Lead generation for B2B startup,"Looking for a support in lead generation for a Polish-Portuguese startup, working on data analytics in retail and FMCG sectors. We are currently looking for a freelancer to help us build a list of leads on German and/or French market, for an outbound emailing campaign.

",95
Social Media Admin VA ,"Need someone who can be in charge and figure out what to do
If you know what to do, you can create a full time job for yourself
The attitude of figuring out on your own

- Social Media Content / Post
Know what is good caption and hashtags
Come up with ideas to promote the products

- Blog posts
Find the suitable private label content for our audiences
convert what I say to text and graphics ( you don't need to create graphics, we have designers but you need to put things together )

- Email list ( mailchimp )
setup mail chimp
follow up with email
create promotion materials

You don't need to
1 write from scratch
2 create any graphics

You need to know
1 research
2 come up with ideas on caption / hashtags with the target audiences
3 take what we have and combine for social media posts / email etc
4 keep track on what need to be done and do it
mostly add information, add photos

Start with
1 Trial - 3 tasks with the information / reference that I give you
2 If you pass the trial, you will start by project for 1 - 2 months
You will tell me what you are going to do and tell me what you have done
3 If you prove you can take care of all on your own, then you will be monthly full time



",26
Interactive map development for touchscreen devices,"Features of this interactive map:

- The map would be touch sensitive
- When clicked/touched in a particular place in the map, the map would open the imagery project(s) by Geo-location's in that particular area
- The project imagery could be either in 2D/3D
- In case of 2D, the project images and other details would pop up (example: when was it completed, location, area in square feet etc)
- In case of 3D, the detailing would be more intricate- the consumer will be able to look at it from a 360 point of view and zoom in to see further details. (Example- how we experience a location in Google Map)

Use cases of the map:

- This map will also be used in physical kiosks with smart-screens e.g. Touchscreen TV, Tab etc
- This map may also be placed in its company website for view only access

Company business:

This interactive map will be used by a Construction Company who have Ongoing, Completed and Upcoming projects across different locations, and this company wants to demonstrate these different category of projects through an Interactive map where clients can touch different geo-locations and get access to imagery & video content of those project sites. This interactive map will be used in trade shows to demonstrate projects to clients.

Required experience:

- Participating freelancer must have previous experience in building such applications for other clients and able to demonstrate their work in their proposal.
- Technicality of the project will be discussed upon request ",48
UX/UI designer to bring website mockup and prototype to life,"Attached in the zip file is a list of digital assets (under construction) and media of the the finished products (boxes and sachets)

After some initial assessment in relation to the staging site staging.nanosmoothies.com, you as the creative UI expert will coordinate the vision which is *trying* to be expressed thus far, with step-by-step visual confirmation with myself to create a modern, unique and innovative new website front-end.

Cookie-cutter/template designers need not apply. You NEED creativity and understanding for this job. Just take a look at the box and the sachet design, and imagine the modern, minimal and scientific feel the website needs.

A good place for us to begin will be the bottom-right element of the homepage, the subscription section. Starting points can be found in the zip file, and I'd like the work to be done on XD. Thanks!",77
Video building / editing  start up ,"Hello

 start up the truck and car commercial cleaning supply store,  online based with a  superior range of products Designed for the Australian market

Looking for video marketing  to illustrate the ease  and use of our product range whilst demonstrating

We are building content library of videos in which it can be used as well as product images to build a following on social media YouTube and other forums",48
SSL certificate automation for a custom domain using domain mapping,"We have developed a new online education platform. Custom domain or domain mapping is a part of business requirement. The obtaining process of SSL certificate for the new custom domain should be automated.
Letsencrypt should be deployed in digitalocean kubernetes and should renew automatically once setup. Therefore a developer with knowlege in kubernetes is needed. ",65
Google map extractor chrome extension,"I want a chrome extension developer for extracting date from Google map.

This chrome extension should:
- extract data like (type, company name, Website, Email, phone number, address, state, city, zip , etc) by keywords from google map.
- export date in CSV
- two api (sending password for using client via email, checking subscription plan from wordpress website)
- Two versions trial and upgrade versions.",84
Task to make OSM(Open street map) available in ACF(Advanced Custom Fields) ,"Hello.

Work to make OSM available in ACF.

Like Google Maps used in ACF, The thing by OSM is needed.

There is OSM application already made, and this task is to make that application available in ACF.

If anyone can do this, please contact me.

Related screen
https://snipboard.io/xIbuZo.jpg

Regards!

NOTE: There are many WordPress plugs for OSM, but this task shouldn't use them.",20
UI/UX Designer to revamp a Sports Venue Booking Application,"App Information

The app is a sports venue booking app where the user is able to find a court/field at their chosen time, area, and sport in Cairo, Egypt and book it. We are looking for a designer to design a more user friendly flow, design, and wireframe.

Here is the current design (XD File):
https://www.dropbox.com/s/1sypyyraboaoqzs/instad%20design%203%20%281%29.xd?dl=0

Here is an overview of the app features:
https://docs.google.com/spreadsheets/d/1CqSDSwZinNjgrmenWPm_3aa77dHDHgbrQ_-BeKHWcsU/edit?usp=sharing

Note: While the current design covers most of the features, some minor features like cancelling a booking are unavailable.

Here is our website for context:
http://instad.rf.gd/?i=3

Time is an important factor in selection as the design is needed as soon as possible.

Assets and additional information is available upon request.
Maximum Budget is $150.

Please reply to the job posting with an estimated time to deliver. Delivery is recommended to be through Figma but Adobe XD is also okay.

",41
Move from pandas_udf to RDD + mappartitions,"I need assistance of a Data Engineer.
My team is working on a product value calculation model. I’ve got local working code, which creates DataFrame from Hive-Tables and then goes through a features transformation model and scores according to three models (one model for one pair of products (base product and secondary product)) and with the final formula it calculates the required values.
We found out that we cannot use the current version of the code because it uses a lot of pandas_UDF (SPARK 2.4), but we have to use SPARK 2.2. So I have to rewrite the current code to adapt to the structure of RDD using mappartitions. This code has to launch with spark2_submit, so it is expected to be more or less optimized. During the analysis of the code, I found a large number of eval/exec. Those are not acceptable because of security reasons and have to be replaced.

So the task is this:
1) move from pandas_udf to RDD + mappartitions (since we cannot change PKL file, then it looks like there has to be a DF -- RDD -- DF change).
2) get rid of eval/exec.
3) this code will work in a cluster with the spark2_submit.

In the attachment there is an example of one of the classes that need to be adapted according to the conditions.",51
Social Media Manager Living in North America,"We are looking for a social media manager who is incredibly organized and can create a social media calendar for us and post content. You must be savvy and highly knowledgeable about the field. It would be best if you lived in North America. Please do not apply to this ad if you live outside North America.

If you are applying, please send some accounts you have worked on and let us know what you did? Did you come up with the concept? Did you do the graphic design? The copy? What successes have you had? We are looking for someone to grow with us, so please only serious inquires.",86
Get Paid to Study Anatomy - Assistance Writing Anatomy Questions for Student Resource,"Hi there! My name is Chris and I'm a junior doctor currently compiling an anatomy question bank for  medical students I tutor. Currently my question bank is around 800 questions long, with references to our core textbook, and detailed explanations for more of the questions.

We will be willing to pay for your hourly contributions (as a guide we would expect you're able to produce anywhere from 5 to 15 or so questions per hour - however we expect this will vary based on content complexity).

The questions will be used for medical students, junior doctors and trainees (from an undergraduate to postgraduate level).

We also hope to add pathology/physiology resources in future

I'm after your help in expanding my question bank, so I can help more students.

Don't worry if you have no anatomy expertise - my questions are inspired by paraphrasing/referencing our core surgical anatomy textbook, which will obviously be provided by virtue of a free, common use PDF file upon acceptance of this job.

I'm willing to offer your a fee per question, after a short 5 question trial, to ensure we're the right fit for each other.

What the Job Involves:
- Reading a paragraph/ section of the anatomy textbook to be provided (written in English)
- Write a question with:
   - Statement/ broad question
   - Followed by four true/ false stem questions, numbered 1 to 4, relating to the topic, with false answers marked
       - Each of this type of question can have any combination of true or false responses (i.e. true/false/false/false; true/false/true/false, etc...)
   - Reference included in the question to the exact page from the book that the topic can be located (just a page is fine).
   - Short explanation based upon the text is useful, but not mandatory for all questions - this need not be detailed, but can be short (paraphrased) excerpts from the text.

Alternatively, questions can also be a short statement, with five options and only one correct answer (one of A-E). An example of this type of question is seen in example 2.

========

[Example 1 ]
182.
The Pronator teres: p87
1. Is a muscle of the deep flexor group of the forearm [True]
2. Receives innervation from the ulnar nerve [True]
3. Comprises two heads, which entrap a terminal branch of the brachial plexus [False]
4. Is deep to the radial artery [False]

Pronator teres features in the superficial flexor group of the forearm. It comprises two heads (humeral and ulnar heads), with the radial artery superficial to the humeral head, median nerve sandwiched between both heads and the ulnar artery deep to the ulnar head.

It is innervated by the highest muscular branch of the median nerve (C6,7 roots specifically).

Of note, the median nerve may give proximal innervation to the pronator teres, in which case it may be said to occasionally therefore have an innervation of a muscle in the arm.

========

[Example 2]
144.
Which structure pierces the lateral intermuscular septum of the arm? p80
A. profunda brachii artery
B. brachial artery
C. ulnar collateral artery
D. median nerve
E. ulnar nerve

The lateral intermuscular septum is pierced by the radial nerve (C5,6,7,8,T1) which is derived from the posterior cord of the brachial plexus, as well as the profunda brachii artery (anterior descending branch). It provides attachment for the medial head of the triceps (posterior to the septum), as well as the extensor carpi radialis longus and brachioradialis (anterior to the septum).

=======
Note both questions are equally valid and both will be remunerated equally!

What I'm looking for:
- Good handle of English is essential - needs to be able to interpret the provided surgical anatomy textbook. I'll be proofreading each question personally, but if correcting mistakes takes longer than it would take for me to write a question myself, then this job mightn't be a good fit for you.
- Creativity - making questions can be time consuming, and keeping my students interest is of paramount importance. Hence you'd ideally need to be versatile in mixing up the order of correct answers/ ways of phrasing each question.

I appreciate it can be difficult to determine what's important to include in a question, particularly if you're not medical, however the book provided does a good job of signposting the important bits.

Finally, you'd need to be willing to surrender the IP rights to written works so that they can be disseminated amongst the medical students I tutor in and around my city.

I'm happy to discuss any element of this job further if it's of interest to you! Thanks for taking the time to read my brief.

Have a great day and stay safe.",52
Social Media Management for FB & IG,"Looking for an expert social media manager who can create and publish FB/IG posts for my clothing e-commerce brand.

If your content is good then we are looking for someone long-term!

Can pay up to $800 per month for 30 posts.

Agencies are welcome to apply. I look forward to hearing from you :)",48
Graphic/Presentation Designer needed to bring to life a technology roadmap,"Looking for a graphic designer to design a technology roadmap such that it is consumable by a senior business audience. The design will be part of a larger PowerPoint presentation. The purpose is to clearly show the evolution of technology at the organization through time and how it will affect the business operations.

To be a best fit for this project you need:
Experience communicating with a senior business audience
Understanding of technology such CRM, Cloud, and Data
Experience with similar projects
Available to turn around the project quickly when timelines are tight (post-Christmas)
Willingness to sign an NDA",50
Add zoom/pan/click functionality to a D3 map (JS+HTML+CSS & Bootstrap 5.0),"I have a simple, single-page site built in HTML, CSS and JS and hosted on an AWS S3 bucket. I have it almost completely built, but there a few technicalities with which I need assistance.

The site contains a D3 TopoJSON U.S. county map with data interactivity. The following issues are outstanding:

1. Map zooms in on double-click but it is not easy to zoom out, zoom does not necessarily work on mobile, and pan can move the map out of view entirely.
2. The divs and styling for the map do not appear to render size properly on Safari, Opera, IE... they work well on Chrome and Firefox.
3. I would like to add zoom in/ zoom out/ reset buttons that apply the functionality from 1.
4. I would like to refactor the code for populating the legend, so that moves/resizes automatically on window drag (these work correctly if you click from within a window, but if you click then drag the window size, the divs break down).
5. Related to 4, I would like the legend text to resize automatically to fit and never overflow.
6. If possible, I would like to animate the transitions of the map and legend divs when the legend div appears on county click.
7. There appear to be minor issues in Open Graph metadata tags such that the image does not appear in iMessage, and there are issues with it on Facebook and LinkedIn.

I do not anticipate these fixes will involve much time or labor for a skilled D3/web design specialist.

Screenshot of site attached.",86
GIS expert needed to make professional looking maps,"Will give you parcel ID numbers for a project.  You will make a series of 8 to 10 environmental maps.  Once we set up a template these maps can be made very quickly.  You will have links to download much of the meta data.   I will be sending you shape files for locations of trees with their height and Diameter breast height DBH.   You will be doing soils maps, land use cover maps, wetland maps,  habitat maps, tree survey locations, etc.  Some of the maps will be part of our regular package but some times we have to deliver them to Civil Engineers in DWG.   Most of the work is using GIS platforms.  ",19
"GIS map of Huntington Beach, CA","
Map needs:

All Commercial Zoning in Huntington Beach highlighted.

600ft setback buffer from all schools (K-12) within city limits.

*The task shouldn't take long to create and we are hoping to get this made ASAP - time is of the essence. Thank you.",81
Develop a new process flow map and add a language translator,"1. Looking for a developer to change the look and tools within the current process flow map on a custom app.
2. Looking for a developer to add a google language translator or similar to the custom app for various languages. ",45
Adding Viral Trending Products to my Shopify Store,I need someone to add 25-50 VIRAL TRENDING PRODUCTS to my Shopify Store! This is including Great Product Descriptions with enhanced SEO. I’m trying to get my store ready for Valentines Day so majority of the products need to be dealing with Valentines Day!,37
Build a mapping app for small land  parcels ,"Need to build a user friendly app to enable easy field data gathering for land parcel coordinates. The app must be able to plot positions and convert to a site on a map, with a site number issued simultaneously. In other words, creating an address book including coordinates for each land parcel.",48
3D renderer needed for interior renderings,"I am a designer in need of high-quality, photo-realistic renderings of a studio workspace I have already designed and modeled using Rhino. The project is a hybrid of interior design and furniture design.

I'll provide materials for other furniture in room, and images for desired materials of the desk workspace and shelves. I also have photos of outside environment that would be seen in the windows.",68
Interactive animation map,"Hello, i want to create a animated interactive map of a small town in sweden called Trosa.

It should be clickeble and information should pop-up etc. For reference, se link below. Something like that:
https://karta.marholmen.se/¨

",20
Earn Fast MONEY From Upload Application In Console Account,I have a many applications i want to publish it in google play console account who have a google play console account and who publish my apps in playstore i give them charges for publish my apps in their console account,59
Mobile Flow for Sign-Up Mindmap,"We are looking for an excellent mobile funnel architect for the sign-up process of a web-based app. We say mobile because 90% of the people coming to sign up will come from QR code scans via a mobile device. We need to have the work flow and functions of each page put together for the designer to make the desired look and feel.

The project requires a top-level UI/UX expertwith a strong portfolio in mobile and woek flows.

Please do not apply unless you have a 92% completion rate or higher, have over $10,000 in work on Upwork and have examples to send of your portfolio.",28
Mapping specialist to capture locations and info on a map,"We are a property investment company.

We are wanting to plot property locations that we sell on a map of some sort.

There are different types of properties that we sell and they need to be colour coded for example House, Apartments, Townhouses, Dual Occ, Duplex, Co-Living, as well as this information on each suburb we need to capture the following information as well:

Cost of home
Land registration
Stages
Available lots
Rental Return
Builder name

What would be awesome if we could have URL that take them to the due diligence on that property as well as photos showing that property and location.  Links to videos etc would also be an added bonus.

This system needs to be relatively easy for someone to maintain as each week this data will need updating.

Looking to have this project completed within the next 10 days.

",83
Design a map with shipping rountes and warehouse locations,"We need to have a map designed, with locations of our suppliers in China, Taiwan, Japan, EU with shipment to warehouses, who then ship it further on to our customers in EU and US.
I look forward hearing from you.
best regards

Robert
CEO, Azitech",9
American English Recording,"Hello,everyone, we are now looking for someone who can do recordings for us,we pay 22$ for 488 words. All  words are simple and easy such as turn on the TV, turn off the TV and so on. If you are interestd in it, please let me know.THX
",91
"Android app, home editor, imap protocol","We are building a simple but much needed app. It will contain a list view, a rich text editor that saves in html, and a few setting. It needs to be able to read and write to imap servers. We are open to any popular frameworks and libraries that will make this easy. The ideal developer will be a problem solver who can write clean, bug free code. This app could require long term maintenance and bug fixes.",47
Need chart of accounts mapping set up,"Small corporation transportation company needs specific and personalized chart of accounts mapping and set up in quick books online. If the right match this could turn into long term collaboration, once a moth accounting and referrals to other small and similar companies that are looking for the same service.
Looking forward to working together.",43
Seeking a CopyWriter/Marketer for Website Copy Revamp,"I'm in search of a copywriter/content writer to revamp my website copy. I'm a small business owner that operates a private fitness studio in Washington, DC and have just begun developing an online fitness subscription. I have in my head (and on paper) the broad scope of my branding and what I would like to convey to my prospective and current clients about the services I provide. But getting everything that's in my head into clear, impactful website copy is not my strong suit. That's where you come in...

You'll be helping me rework two individual sites:
1. The website which houses the information for my in-person studio and online fitness information.
2. The website where my Online Studio subscription is actually hosted.

You're my ideal copywriter fit if you....
1. Have experience working with small businesses branding or marketing
2. Have experience writing with SEO in mind
3. Have a collaborative spirit and aren't afraid to offer feedback
4. Work well within deadlines
5. Have some experience working with lifestyle/fitness/health+wellness brands

This opportunity could become ongoing if it's the right fit, as I'll need help with copywriting as I continue to create more content for the Online Studio subscription",89
Hubspot Developer & Integrator,"We are a Sydney based solutions provider who is working alongside some of our key clients to map their Hubspot workflows to their business needs.

Examples of Tasks Required:
- Configuration of Hubspot Automations & Flows
- Implementation of Configurations Specified by Technical Team & Stakeholders
- Report Configuration
- Setup & Configuration of Landing Pages
- Assist with creation of Campaigns
- Integrations with other Systems (Monday.com, Teams, etc)
- Dashboard Configuration & Creation
- PowerBI Integration (Desired but not mandatory)


We work with numerous innovative clients who are adapting to change and modernising their processes as part of a digital transformation strategy.

You will be working alongside the existing technical team to increase capacity and assist with delivering client requests to increase their efficiency & use of Hubspot.

The role has the opportunity for ongoing work and increased scope for the right person.",70
Small product Photography,"Product photography of bicycle stem caps. These images will be used for online product listings. There are 12 current designs to be photographed, with more designs to follow.

Images may require some photo editing and retouching.

Examples of what is required will be provided.

Thank you



",40
Virtual Assistant - Compile contact lead list,"I am looking for a full-time employee. You will start off by doing 1 simple task: building a lead list of e-commerce brands in the Health and Wellness space (skincare, supplements, activewear, etc). The task is simple and I will create tutorials for you. You will need to have a LinkedIn account for this role. You will also need more than 1 email account.

Somethings I have in mind for you to do in the future is:
*Sending and responding to emails
*Sending and responding to Instagram/LinkedIn messages

To Apply for the job:
1. Send me a message with a 2-3 sentences on why you would like this position.
2. Change the subject line to ""I Want to Work for [Insert the name of my engineering company here - you will need to search for this]""
3.  There will be a short Zoom call between us and video will be required

Make sure to follow the steps above.  This is a great job opportunity with the ability to get bonuses and raises, so I will only look at applicants that really want the job.",71
Digital Marketing Agency Website Mock-up /w Figma (Kiss Marketing),"Hey there! We’re looking for a website mock-up for our agency. Totally open to cool ideas by a brilliant designer.

Mobile friendliness and booking a call with us would be the priority.

We do:

E-mail Marketing
Logo Design
Social Media Marketing(FB, Instagram)
PPC(Google Ads, YouTube)
Business Consulting

We work with: Gyms, Personal Trainers, and Physical Therapists.

Can talk page needs in conversation. ",15
Airbnb Style Rental Marketplace for NFTs,"We are building an Airbnb style platform for NFTs. We need an excellent Bubble developer to develop the MVP of the product for our first wave of Beta testers. We have user journeys, story map and a figma mock up. We are willing to pay a premium for the right person. ",68
Graphic designer required (maps and brand identity),"Hello, I’m looking for a graphic designer for the following

1. Simple and interactive map drawings illustrating transportation routes
2. Logo, flyer and business cards
3. Other Misc. drawings required

If you're interested, contact me. Thank you",66
Virtual agent for Airbnb listing,"I am looking for an experienced virtual assistant to help manage my property, preferably located in Pacific or Mountain Time zone.

The role includes
Respond to guest queries
Calendar management
Send information, such as house rules, check-in instructions, and researched information about the area, prior to arrival
Send welcome messages to guests
Manage bookings
Schedule room cleanings, maintenance, repairs, laundry services, etc.
Set up predefined responses to frequently asked questions
Write compelling content to help your listings stand out
Manage the social media accounts for listings",70
Odoo Learning Coach,"I have 20 years of experience with ERP systems and have now got to know Odoo. I want to quickly get familiar with the system and create some demos for my clients. For this I am looking for experienced Odoo configurators and developers with industry knowledge who can implement my ideas in Odoo and explain to me how this is done in Odoo. I also expect short explainer videos to be created in English. In addition to Odoo knowledge, my learning coaches should also have industry expertise. In a first step, I need the following experts:
- Production (window construction)
- Purchasing and inventory management
- Project management
For each topic I would like to buy 40-50 hours and thus get to know the topics well. Bring Odoo and industry experience and are willing to introduce me to the subject matter, then I look forward to your submission. It is important that you can invest at least 40 hours within the next two weeks.

Please briefly describe your experience, especially your industry expertise.

Kind regards
Ralph
",58
" WordPress site needs payment , map coordinate, live preview ","This is our web site - not finished - www.sweethomeprint.com  we are missing live map coordinate since we are printing personalized canvas and when personalization is done to show preview before you order canvas.
Use this web site as an example https://myhappyplace.co ( please take a look on option enter coordinates and preview after names and titles are entered )


Thanks ",74
Interactive embedded map using Carto+ React,"We need an amazing customized map developer who has experience using Carto (formerly CartoDB) + React to develop maps that are embedded on a particular website.

We have very specific UI/UX requirements. We already have wireframes ready, and expect you to replicate them on Carto + React. We have developed a proof of concept here: https://equitymap.s3.amazonaws.com/index.html.

Please provide links to your previous work using Carto. ",99
